
MTB rifampicin All set Results

rifampicin
0    3069
1    1232
dtype: int64

matrix_size: (4301, 212)

,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg
0,LogR,0.9727852013828354,0.9602087223053597,0.9662256349240982,0.967736424325382,0.9534694202182482,0.9601002370760395,0.9686595809796508,0.9873531936193553,0.9795382126908078
1,gNB,0.8791221937347354,0.6345399139177689,0.6474649201978397,0.8513412169611003,0.6133696926633375,0.6181017075094981,0.7791196578536489,0.9670451867041842,0.9336104944604972
2,SVM,0.977714041146883,0.976033272199127,0.9768647853675917,0.9720641078068722,0.9646726685435515,0.968172493598357,0.9736814190047879,0.9937206597821185,0.9785003222080504
3,DT,0.9975923036897522,0.995356290040366,0.9964655576933575,0.962314218211112,0.9503067118661374,0.9559582913117622,0.9637772780794988,0.9528747353998016,0.9486233598454041
4,RF,0.9936476747439337,0.9889411228364987,0.9912554742876322,0.9625764584483952,0.9436480313045076,0.9523105534908507,0.9604311583490245,0.9780430830099993,0.9716957770438155
5,KNN,0.9628656896868293,0.9244850062861844,0.9412350263514812,0.9540861531146262,0.9062502450510245,0.9262368222790865,0.9386674395563923,0.9575692684773438,0.9587423292900055
6,LDA,0.9911734666417745,0.9850275288483411,0.9880371816959682,0.9716730841440725,0.9557452987776255,0.963235290779462,0.9708924023383805,0.9855159697289418,0.9748594654673673
7,mNB,0.9126609910853464,0.93854759266404,0.9240491567108123,0.9092880393381995,0.933153434489986,0.9197099947374264,0.9323893963679369,0.9803707989948741,0.9586004036418553
8,ABC,0.9697765577439856,0.9589544265550317,0.9641581553874906,0.962350808261252,0.9473038006159173,0.9543371138267913,0.9618713787004042,0.9826122251300142,0.9709207826797783
9,GBC,0.9755951322107078,0.9649824924038612,0.970094604202575,0.9661922793337222,0.952573679362601,0.9590124785397399,0.9666617388462675,0.9823292109424466,0.974110758729328
10,ETC,0.9975923036897522,0.995356290040366,0.9964655576933575,0.9645418566375045,0.9532202042614527,0.9585329665762274,0.9661497642426977,0.9777432226769854,0.9726791602227284
11,BC,0.9929240277653744,0.988518495711216,0.9906880201308942,0.9672536375546429,0.9556629514662592,0.9611336567700269,0.9669405497372695,0.9740422412931423,0.9701100150174478

Predicted Labels All Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
332,SAMN03647418,0,0,0,0,0,0,0,1,1,0,1,0
333,SAMN03647435,0,0,0,0,0,0,0,0,0,0,0,0
334,SAMN03647438,0,0,0,0,0,0,0,0,0,0,0,0
335,SAMN03647453,0,0,0,0,0,0,0,0,0,0,0,0
336,SAMN03647456,0,0,0,0,0,0,0,0,0,0,0,0
337,SAMN03647467,0,0,1,0,0,0,1,0,0,0,0,1
338,SAMN03647472,0,0,0,0,0,0,0,0,0,0,0,0
339,SAMN03647475,0,0,0,0,0,0,0,0,0,0,0,0
340,SAMN03647514,0,0,0,0,0,0,0,0,0,0,0,0
341,SAMN03647535,0,0,0,0,0,0,0,0,0,0,0,0
342,SAMN03647546,0,0,0,0,0,0,0,1,0,0,0,0
343,SAMN03647579,0,0,0,0,0,0,0,0,0,0,0,0
344,SAMN03647584,0,0,0,0,0,0,0,0,0,0,0,0
345,SAMN03647599,0,0,0,0,0,0,0,0,0,0,0,0
346,SAMN03647601,0,0,0,0,0,0,0,0,0,0,0,0
347,SAMN03647623,0,0,0,0,0,0,0,0,0,0,0,0
348,SAMN03647625,0,0,0,0,0,0,0,0,0,0,0,0
349,SAMN03647627,0,0,0,0,0,0,0,0,0,0,0,0
350,SAMN03647631,0,0,0,0,0,0,0,0,0,0,0,0
351,SAMN03647671,0,0,0,0,0,0,0,0,0,0,0,0
352,SAMN03647672,0,0,0,0,0,0,0,0,0,0,0,0
353,SAMN03647685,0,0,0,0,0,0,0,0,0,0,0,0
354,SAMN03647687,0,0,0,0,0,0,0,0,0,0,0,0
355,SAMN03647689,0,0,0,0,0,0,0,0,0,0,0,0
356,SAMN03647693,0,0,0,0,0,0,0,0,0,0,0,0
357,SAMN03647724,0,0,0,0,0,0,0,0,0,0,0,0
358,SAMN03647732,0,0,0,0,0,0,0,0,0,0,0,0
359,SAMN03647735,0,0,0,0,0,0,0,0,0,0,0,0
360,SAMN03647747,0,0,0,0,0,0,0,0,0,0,0,0
361,SAMN03647771,0,0,0,0,0,0,0,0,0,0,0,0
362,SAMN03647773,0,0,0,0,0,0,0,0,0,0,0,0
363,SAMN03647779,0,0,0,0,0,0,0,0,0,0,0,0
364,SAMN03647791,0,0,0,0,0,0,0,0,0,0,0,0
365,SAMN03647794,0,0,0,0,0,0,0,0,0,0,0,0
366,SAMN03647817,0,0,0,0,0,0,0,0,0,0,0,0
367,SAMN03647824,0,0,0,0,0,0,0,0,0,0,0,0
368,SAMN03647827,0,0,0,0,0,0,0,0,0,0,0,0
369,SAMN03647842,0,0,0,0,0,0,0,0,0,0,0,0
370,SAMN03647844,0,0,0,0,0,0,0,0,0,0,0,0
371,SAMN03647847,0,0,0,0,0,0,0,0,0,0,0,0
372,SAMN03647858,0,0,0,0,0,0,0,0,0,0,0,0
373,SAMN03647870,0,0,0,0,0,0,0,0,0,0,0,0
374,SAMN03647889,0,0,0,0,0,0,0,0,0,0,0,0
375,SAMN03647898,0,0,0,0,0,0,0,0,0,0,0,0
376,SAMN03647909,0,0,0,0,0,0,0,0,0,0,0,0
377,SAMN03647912,0,0,0,0,0,0,0,0,0,0,0,0
378,SAMN03647919,0,0,0,0,0,0,0,0,0,0,0,0
379,SAMN03647925,0,0,0,0,0,0,0,0,0,0,0,0
380,SAMN03647932,0,0,0,0,0,0,0,0,0,0,0,0
381,SAMN03647954,0,0,0,0,0,0,0,0,0,0,0,0
382,SAMN03647972,0,0,0,0,0,0,0,0,0,0,0,0
383,SAMN03647981,0,0,0,0,0,0,0,0,0,0,0,0
384,SAMN03647996,0,0,0,0,0,0,0,0,0,0,0,0
385,SAMN03647997,0,0,0,0,0,0,0,0,0,0,0,0
386,SAMN03647998,0,0,0,0,0,0,0,0,0,0,0,0
387,SAMN03648008,0,0,0,0,0,0,0,0,0,0,0,0
388,SAMN03648009,1,0,1,1,1,1,1,1,1,1,1,1
389,SAMN03648016,0,0,0,0,0,0,0,0,0,0,0,0
390,SAMN03648021,1,0,1,1,1,1,1,1,1,1,1,1
391,SAMN03648025,0,0,0,0,0,0,0,0,0,0,0,0
392,SAMN03648032,0,0,0,0,0,0,0,0,0,0,0,0
393,SAMN03648035,0,0,0,0,0,0,0,0,0,0,0,0
394,SAMN03648055,0,0,0,0,0,0,0,0,0,0,0,0
395,SAMN03648065,0,0,0,0,0,0,0,0,0,0,0,0
396,SAMN03648068,1,0,1,1,0,0,1,1,0,1,1,1
397,SAMN03648082,1,0,1,1,1,1,1,1,1,1,1,1
398,SAMN03648193,0,0,0,0,0,0,0,0,0,0,0,0
399,SAMN03648196,0,0,0,0,0,0,0,0,0,0,0,0
400,SAMN03648207,0,0,0,0,0,0,0,0,0,0,0,0
401,SAMN03648212,0,0,0,0,0,0,0,0,0,0,0,0
402,SAMN03648216,0,0,0,0,0,0,0,0,0,0,0,0
403,SAMN03648220,0,0,0,0,0,0,0,0,0,0,0,0
404,SAMN03648228,0,0,0,0,0,0,0,0,0,0,0,0
405,SAMN03648241,0,0,0,0,0,0,0,0,0,0,0,0
406,SAMN03648252,0,0,0,0,0,0,0,0,0,0,0,0
407,SAMN03648257,0,0,0,0,0,0,0,0,0,0,0,0
408,SAMN03648258,0,0,0,0,0,0,0,0,0,0,0,0
409,SAMN03648263,0,0,0,0,0,0,0,0,0,0,0,0
410,SAMN03648273,0,0,0,0,0,0,0,0,0,0,0,0
411,SAMN03648275,0,0,0,0,0,0,0,0,0,0,0,0
412,SAMN03648278,0,0,0,0,0,0,0,0,0,0,0,0
413,SAMN03648280,0,0,0,0,0,0,0,0,0,0,0,0
414,SAMN03648291,0,0,0,0,0,0,0,0,0,0,0,0
415,SAMN03648293,0,0,0,0,0,0,0,0,0,0,0,0
416,SAMN03648321,0,0,0,0,0,0,0,0,0,0,0,0
417,SAMN03648349,0,0,0,0,0,0,0,0,0,0,0,0
418,SAMN03648352,0,0,0,0,0,0,0,0,0,0,0,0
419,SAMN03648370,0,0,0,0,0,0,0,0,0,0,0,0
420,SAMN03648374,0,0,0,0,0,0,0,0,0,0,0,0
421,SAMN03648381,0,0,0,0,0,0,0,0,0,0,0,0
422,SAMN03648390,0,0,0,0,0,0,0,0,0,0,0,0
423,SAMN03648392,0,0,0,0,0,0,0,0,0,0,0,0
424,SAMN03648397,0,0,0,0,0,0,0,0,0,0,0,0
425,SAMN03648428,0,0,0,0,0,0,0,0,0,0,0,0
426,SAMN03648439,0,0,0,0,0,0,0,0,0,0,0,0
427,SAMN03648463,0,0,0,0,0,0,0,0,0,0,0,0
428,SAMN03648480,0,0,0,0,0,0,0,1,0,0,0,0
429,SAMN03648489,0,0,0,0,0,0,0,0,0,0,0,0
430,SAMN03648544,0,0,0,0,0,0,0,0,0,0,0,0
431,SAMN03648552,0,0,0,0,0,0,0,0,0,0,0,0
432,SAMN03648562,0,0,0,0,0,0,0,0,0,0,0,0
433,SAMN03648581,0,0,0,0,0,0,0,0,0,0,0,0
434,SAMN03648591,1,1,1,1,1,1,1,1,1,1,1,1
435,SAMN03648592,0,0,0,0,0,0,0,0,0,0,0,0
436,SAMN03648596,0,0,0,0,0,0,0,0,0,0,0,0
437,SAMN03648636,0,0,0,0,0,0,0,0,0,0,0,0
438,SAMN03648652,0,0,0,0,0,0,0,1,0,0,0,0
439,SAMN03648661,0,0,0,0,0,0,0,0,0,0,0,0
440,SAMN03648662,0,0,0,0,0,0,0,1,0,0,0,0
441,SAMN03648675,0,0,0,0,0,0,0,1,0,0,0,0
442,SAMN03648685,0,0,0,0,0,0,0,0,0,0,0,0
443,SAMN03648734,0,0,0,0,0,0,0,0,0,0,0,0
444,SAMN03648742,0,0,1,0,0,0,1,1,0,1,0,0
445,SAMN03648747,0,0,0,0,0,0,0,0,0,0,0,0
446,SAMN03648750,0,0,0,0,0,0,0,0,0,0,0,0
447,SAMN03648751,0,0,0,0,0,0,0,0,0,0,0,0
448,SAMN03648754,0,0,0,0,0,0,0,0,0,0,0,0
449,SAMN03648756,0,0,0,0,0,0,0,0,0,0,0,0
450,SAMN03648760,0,0,0,0,0,0,0,0,0,0,0,0
451,SAMN03648766,0,1,1,1,0,0,1,1,0,0,1,0
452,SAMN03648774,0,0,0,0,0,0,0,0,0,0,0,0
453,SAMN03648784,0,0,0,0,0,0,0,0,0,0,0,0
454,SAMN03648831,0,0,0,0,0,0,0,0,0,0,0,0
455,SAMN03648838,0,0,0,0,0,0,0,0,0,0,0,0
456,SAMN03648848,0,0,0,0,0,0,0,1,0,0,0,0
457,SAMN03648860,0,0,0,0,0,0,0,0,0,0,0,0
458,SAMN03648888,0,0,1,1,1,0,1,0,0,1,1,1
459,SAMN03648891,0,0,0,0,0,0,0,0,0,0,0,0
460,SAMN03648896,0,0,0,0,0,0,0,0,0,0,0,0
461,SAMN03648903,0,0,0,0,0,0,0,0,0,0,0,0
462,SAMN03648914,0,0,0,0,0,0,0,0,0,0,0,0
463,SAMN03648918,0,0,0,0,0,0,0,0,0,0,0,0
464,SAMN03648934,0,0,0,0,0,0,0,0,0,0,0,0
465,SAMN03648963,0,0,0,0,0,0,0,1,0,0,0,0
466,SAMN03648971,0,0,0,0,0,0,0,0,0,0,0,0
467,SAMN03648975,0,0,0,0,0,0,0,0,0,0,0,0
468,SAMN03648976,0,0,0,0,0,0,0,0,0,0,0,0
469,SAMN03648980,0,0,0,0,0,0,0,1,0,0,0,0
470,SAMN03648987,0,0,0,0,0,0,0,0,0,0,0,0
471,SAMN03649003,0,0,0,0,0,0,0,0,0,0,0,0
472,SAMN03649011,0,0,0,0,0,0,0,0,0,0,0,0
473,SAMN03649025,0,0,0,0,0,0,0,0,0,0,0,0
474,SAMN03649026,0,0,0,0,0,0,0,0,0,0,0,0
475,SAMN03649028,0,0,0,0,0,0,0,0,0,0,0,0
476,SAMN03649043,0,0,0,0,0,0,0,0,0,0,0,0
477,SAMN03649072,0,0,0,0,0,0,0,0,0,0,0,0

MTB rifampicin Consistent Genes per 6 fold validation All Set
,Feature
0,NC_000962.3_761155
1,NC_000962.3_2155168
2,NC_000962.3_4247429
3,NC_000962.3_4247431
4,NC_000962.3_761110
5,NC_000962.3_761139
6,NC_000962.3_1473246
7,NC_000962.3_2302033
8,NC_000962.3_836272
9,NC_000962.3_2634282
10,NC_000962.3_2630740
11,NC_000962.3_3847087
12,NC_000962.3_4254290
13,NC_000962.3_580772
14,NC_000962.3_3934542
15,NC_000962.3_1673425
16,NC_000962.3_761161
17,NC_000962.3_122109
18,NC_000962.3_2153725
19,NC_000962.3_104941
20,NC_000962.3_761109
21,NC_000962.3_1481185
22,NC_000962.3_608037
23,NC_000962.3_1634609
24,NC_000962.3_7581
25,NC_000962.3_4370678
26,NC_000962.3_761140
27,NC_000962.3_2289252
28,NC_000962.3_852736
29,NC_000962.3_2693482
30,NC_000962.3_761102
31,NC_000962.3_2289253
32,NC_000962.3_1365837
33,NC_000962.3_760314
34,NC_000962.3_565334
35,NC_000962.3_761101
36,NC_000962.3_582241
37,NC_000962.3_4249518
38,NC_000962.3_2092155
39,NC_000962.3_393849
40,NC_000962.3_1030058
41,NC_000962.3_4269296
42,NC_000962.3_506950
43,NC_000962.3_3440464
44,NC_000962.3_611024
45,NC_000962.3_2006645
46,NC_000962.3_762889
47,NC_000962.3_760306

MTB rifampicin Intersection Set Results
,classifier,tr_precision_avg,tr_recall_avg,tr_f1_avg,te_precision_avg,te_recall_avg,te_f1_avg,Tf_CV_Avg,au_ROC_avg,au_PR_avg,Loo_CV
0,LogR,0.9601654203937254,0.9410124382276198,0.9499501873309711,0.9588030749050804,0.9391760733888348,0.9482630261699755,0.9584299445490526,0.9791901613654526,0.9684759126474941,0.9583817716810045
1,gNB,0.938126615427568,0.9398540275856798,0.9389798607199222,0.938466100005364,0.9401122941696897,0.9392268979917531,0.9499219329505196,0.9732541328059701,0.9553650570074805,0.9493141129969774
2,SVM,0.964089620075348,0.9554734505713037,0.9596419801967536,0.9573060377027042,0.948983907337957,0.9528806080016841,0.9608487262881064,0.9707632458440263,0.9626355737891786,0.9632643571262497
3,DT,0.9729130758222794,0.9586188264322472,0.9654154285025184,0.9552358277541813,0.9387726895647509,0.9463508455645343,0.9571288702842056,0.9478708614334828,0.9394981385207245,0.9574517554057196
4,RF,0.9706597400972399,0.9594428313418656,0.9648340733823993,0.9556563895594766,0.9442814766784579,0.9495460424478449,0.9590813245981233,0.9698316064991143,0.9584239405006687,0.9616368286445013
5,KNN,0.9549080642294285,0.9361864994137868,0.9449126187444943,0.9480211389251512,0.9210860649464446,0.9331503089530457,0.9444808411530062,0.9584930357183646,0.9548821409063258,0.9458265519646594
6,LDA,0.9594821074298289,0.9179581280650465,0.9358487800728948,0.9591471973125358,0.9160706784241585,0.9343859801049442,0.9486645606718436,0.9789049279764974,0.968068251691277,0.9481515926528714
7,mNB,0.9414074560660883,0.9300311387433527,0.9354772361045152,0.9419779232797478,0.9308072864292573,0.9360515184216665,0.9475025028140447,0.9508439849629777,0.9396376191832672,0.9474540804464078
8,ABC,0.9601610885272134,0.9387572261080416,0.9486639550777299,0.9596370365820274,0.9395002579285351,0.9488232698057767,0.9573606075224476,0.9781548409395627,0.9685079351528216,0.9574517554057196
9,GBC,0.9643708037133892,0.9532999581571212,0.9586174155494372,0.9601008739141544,0.9494762299160556,0.9544762874476059,0.9613601821737393,0.979709235460208,0.970937418913536,0.9627993489886073
10,ETC,0.9729130758222794,0.9586188264322472,0.9654154285025184,0.9564017812198223,0.9422628642848735,0.9488346124032634,0.9590814542776075,0.9604438701663249,0.9496608344215623,0.9597767960939316
11,BC,0.9694728784126309,0.9601866828794626,0.9646733026668178,0.9552555965816376,0.9447650173337977,0.9495734601456037,0.958662719223168,0.967687147378741,0.9583078209166785,0.960241804231574

Predicted Labels Intersection Set
,Isolate,prediction by LogR,prediction by gNB,prediction by SVM,prediction by DT,prediction by RF,prediction by KNN,prediction by LDA,prediction by mNB,prediction by ABC,prediction by GBC,prediction by ETC,prediction by BC
0,SAMEA1018845,0,0,0,0,0,0,0,0,0,0,0,0
1,SAMEA1018848,1,0,1,1,1,0,1,1,0,1,1,1
2,SAMEA1018878,0,0,0,0,0,0,0,0,0,0,0,0
3,SAMEA1018881,0,0,0,0,0,0,0,0,0,0,0,0
4,SAMEA1018948,0,0,0,0,0,0,0,0,0,0,0,0
5,SAMEA1018950,0,0,0,0,0,0,0,0,0,0,0,0
6,SAMEA1018969,0,0,0,0,0,0,0,0,0,0,0,0
7,SAMEA1018989,0,0,0,0,0,0,0,0,0,0,0,0
8,SAMEA1018990,0,0,0,0,0,0,0,0,0,0,0,0
9,SAMEA1018991,0,0,0,0,0,0,0,0,0,0,0,0
10,SAMEA1018994,0,0,0,0,0,0,0,0,0,0,0,0
11,SAMEA1019001,0,0,0,0,0,0,0,0,0,0,0,0
12,SAMEA1019034,0,0,0,0,0,0,0,0,0,0,0,0
13,SAMEA1019064,0,0,0,0,0,0,0,0,0,0,0,0
14,SAMEA1019066,0,0,0,0,0,0,0,0,0,0,0,0
15,SAMEA1019143,0,0,0,0,0,0,0,0,0,0,0,0
16,SAMEA1019145,0,0,0,0,0,0,0,0,0,0,0,0
17,SAMEA1019146,0,0,0,0,0,0,0,0,0,0,0,0
18,SAMEA1019192,1,0,1,1,1,0,1,1,0,1,1,1
19,SAMEA1019196,0,0,0,0,0,0,0,0,0,0,0,0
20,SAMEA1019197,0,0,0,0,0,0,0,0,0,0,0,0
21,SAMEA1019215,0,0,0,0,0,0,0,0,0,0,0,0
22,SAMEA1019224,0,0,0,0,0,0,0,0,0,0,0,0
23,SAMEA1019259,0,0,0,0,0,0,0,0,0,0,0,0
24,SAMEA1019308,0,0,0,0,0,0,0,0,0,0,0,0
25,SAMEA1019318,0,0,0,0,0,0,0,0,0,0,0,0
26,SAMEA2296967,0,0,0,0,0,0,0,0,0,0,0,0
27,SAMEA2297026,0,0,0,0,0,0,0,0,0,0,0,0
28,SAMEA2297043,0,0,0,0,0,0,0,0,0,0,0,0
29,SAMEA2297044,0,0,0,0,0,0,0,0,0,0,0,0
30,SAMEA2297060,0,0,0,0,0,0,0,0,0,0,0,0
31,SAMEA2297082,0,0,0,0,0,0,0,0,0,0,0,0
32,SAMEA2297098,0,0,0,0,0,0,0,0,0,0,0,0
33,SAMEA2297112,0,0,0,0,0,0,0,0,0,0,0,0
34,SAMEA2297121,0,0,0,0,0,0,0,0,0,0,0,0
35,SAMEA2297155,0,0,0,0,1,0,0,1,0,0,0,0
36,SAMEA2297157,0,0,0,0,0,0,0,0,0,0,0,0
37,SAMEA2297172,0,0,0,0,0,0,0,0,0,0,0,0
38,SAMEA2297182,0,0,0,0,0,0,0,0,0,0,0,0
39,SAMEA2517445,0,1,0,0,0,0,0,0,0,0,0,0
40,SAMEA2533362,0,0,0,0,0,0,0,0,0,0,0,0
41,SAMEA2533365,0,0,0,0,0,0,0,0,0,0,0,0
42,SAMEA2533374,0,0,0,0,0,0,0,0,0,0,0,0
43,SAMEA2533397,0,0,0,0,0,0,0,0,0,0,0,0
44,SAMEA2533409,1,0,1,1,1,1,1,1,1,1,1,1
45,SAMEA2533417,0,0,0,0,0,0,0,0,0,0,0,0
46,SAMEA2533438,0,0,0,0,0,0,0,0,0,0,0,0
47,SAMEA2533451,0,0,0,0,0,0,0,0,0,0,0,0
48,SAMEA2533457,0,0,0,0,0,0,0,0,0,0,0,0
49,SAMEA2533469,0,0,0,0,0,0,0,0,0,0,0,0
50,SAMEA2533471,0,0,0,0,0,0,0,0,0,0,0,0
51,SAMEA2533484,1,1,1,1,1,1,1,1,1,1,1,1
52,SAMEA2533522,0,0,0,0,0,0,0,0,0,0,0,0
53,SAMEA2533579,0,0,0,0,0,0,0,0,0,0,0,0
54,SAMEA2533581,0,0,0,0,0,0,0,0,0,0,0,0
55,SAMEA2533629,0,0,0,0,0,0,0,0,0,0,0,0
56,SAMEA2533633,0,0,0,0,0,0,0,0,0,0,0,0
57,SAMEA2533662,0,0,0,0,0,0,0,0,0,0,0,0
58,SAMEA2533710,0,0,0,0,0,0,0,0,0,0,0,0
59,SAMEA2533778,0,0,0,0,0,0,0,0,0,0,0,0
60,SAMEA2533793,0,0,0,0,0,0,0,1,0,0,0,0
61,SAMEA2533806,1,0,1,1,1,1,1,1,1,1,1,1
62,SAMEA2533843,1,0,1,1,0,1,1,1,1,1,1,1
63,SAMEA2533858,0,0,0,0,0,0,0,0,0,0,0,0
64,SAMEA2533883,0,0,0,0,0,0,0,0,0,0,0,0
65,SAMEA2533924,0,0,0,0,0,0,0,0,0,0,0,0
66,SAMEA2533966,0,0,0,0,0,0,0,0,0,0,0,0
67,SAMEA2533975,0,0,0,0,0,0,0,0,0,0,0,0
68,SAMEA2533979,0,0,0,0,0,0,0,0,0,0,0,0
69,SAMEA2533999,0,0,0,0,0,0,0,0,0,0,0,0
70,SAMEA2534001,0,0,0,0,0,0,0,0,0,0,0,0
71,SAMEA2534047,0,0,0,0,0,0,0,0,0,0,0,0
72,SAMEA2534052,1,0,1,1,1,0,1,1,1,1,1,1
73,SAMEA2534056,1,0,1,1,1,1,1,1,1,1,1,1
74,SAMEA2534089,0,1,0,1,0,0,0,0,0,0,0,0
75,SAMEA2534123,0,0,0,0,0,0,0,0,0,0,0,0
76,SAMEA2534142,0,0,0,0,0,0,0,0,0,0,0,0
77,SAMEA2534153,0,0,0,0,0,0,0,0,0,0,0,0
78,SAMEA2534198,0,0,0,0,0,0,0,0,0,0,0,0
79,SAMEA2534207,1,0,1,1,1,1,1,1,1,1,1,1
80,SAMEA2534209,0,0,0,0,0,0,0,0,0,0,0,0
81,SAMEA2534213,0,0,0,0,0,0,0,0,0,0,0,0
82,SAMEA2534220,1,0,1,1,1,1,1,1,1,1,1,1
83,SAMEA2534230,0,0,0,0,0,0,0,0,0,0,0,0
84,SAMEA2534244,0,0,0,0,0,0,0,0,0,0,0,0
85,SAMEA2534245,0,0,0,0,0,0,0,0,0,0,0,0
86,SAMEA2534329,0,0,0,0,0,0,0,0,0,0,0,0
87,SAMEA2534334,0,0,0,0,0,0,0,0,0,0,0,0
88,SAMEA2534411,1,0,1,1,1,1,1,1,1,1,1,1
89,SAMEA2534441,1,0,1,1,1,1,1,1,1,1,1,1
90,SAMEA2534467,0,0,0,0,0,0,0,0,0,0,0,0
91,SAMEA2534489,1,0,1,1,1,1,1,1,1,1,1,1
92,SAMEA2534518,1,0,1,1,1,1,1,1,1,1,1,1
93,SAMEA2534527,0,0,0,0,0,0,0,0,0,0,0,0
94,SAMEA2534547,0,0,0,0,0,0,0,0,0,0,0,0
95,SAMEA2534605,1,0,1,1,1,1,1,1,1,1,1,1
96,SAMEA2534608,0,0,0,0,0,0,0,0,0,0,0,0
97,SAMEA2534618,1,0,1,1,1,1,1,1,1,1,1,1
98,SAMEA2534657,0,0,0,0,0,0,0,0,0,0,0,0
99,SAMEA2534675,0,0,0,0,0,0,0,0,0,0,0,0
100,SAMEA2534728,0,0,0,0,0,0,0,0,0,0,0,0
101,SAMEA2534746,0,0,0,0,0,0,0,1,0,0,0,0
102,SAMEA2534765,0,0,0,0,0,0,0,0,0,0,0,0
103,SAMEA2534780,1,0,1,1,1,1,1,1,1,1,1,1
104,SAMEA2534823,0,0,0,0,0,0,0,0,0,0,0,0
105,SAMEA2534853,0,1,0,0,0,0,0,0,1,0,0,0
106,SAMEA2534865,0,0,0,0,0,0,0,0,0,0,0,0
107,SAMEA2534872,0,0,0,0,0,0,0,0,0,0,0,0
108,SAMEA2534882,0,0,0,0,0,0,0,0,0,0,0,0
109,SAMEA2534883,0,0,0,0,0,0,0,0,0,0,0,0
110,SAMEA2534895,1,1,1,1,1,1,1,1,1,1,1,0
111,SAMEA2534920,0,0,0,0,0,0,0,0,0,0,0,0
112,SAMEA2534923,0,0,0,0,0,0,0,0,0,0,0,0
113,SAMEA2534942,0,0,0,0,0,0,0,1,0,0,0,0
114,SAMEA2534964,0,0,0,0,0,0,0,0,0,0,0,0
115,SAMEA2534992,1,0,1,1,1,1,1,1,1,1,1,1
116,SAMEA2534994,0,0,0,0,0,0,0,1,0,0,0,0
117,SAMEA2535020,0,0,0,0,0,0,0,0,0,0,0,0
118,SAMEA2535022,0,0,0,0,0,0,0,0,0,0,0,0
119,SAMEA2535023,0,0,0,0,0,0,0,0,0,0,0,0
120,SAMEA2535027,0,0,0,0,0,0,0,0,0,0,0,0
121,SAMEA2535063,0,0,0,0,0,0,0,0,0,0,0,0
122,SAMEA2535083,0,0,0,0,0,0,0,0,0,0,0,0
123,SAMEA2535103,0,0,0,0,0,0,0,0,0,0,0,0
124,SAMEA2535110,0,0,0,0,0,0,0,0,0,0,0,0
125,SAMEA2535115,0,0,0,0,0,0,0,0,0,0,0,0
126,SAMEA2535125,0,0,0,0,0,0,0,0,0,0,0,0
127,SAMEA2535136,0,0,0,0,0,0,0,0,0,0,0,0
128,SAMEA2535148,0,0,0,0,0,0,0,0,0,0,0,0
129,SAMEA2535149,0,0,0,0,0,0,0,0,0,0,0,0
130,SAMEA2535182,0,0,0,0,0,0,0,0,0,0,0,0
131,SAMEA2535184,1,0,1,1,1,1,1,1,1,1,1,1
132,SAMEA2535198,1,0,1,1,1,1,1,1,1,1,1,1
133,SAMEA2535202,0,0,0,0,0,0,0,0,0,0,0,0
134,SAMEA2535209,0,0,0,0,0,0,0,0,0,0,0,0
135,SAMEA2535239,0,0,0,0,0,0,0,0,0,0,0,0
136,SAMEA2535251,0,0,0,0,0,0,0,0,0,0,0,0
137,SAMEA2535285,0,0,0,0,0,0,0,0,0,0,0,0
138,SAMEA961570,0,0,0,0,0,0,0,0,0,0,0,0
139,SAMEA961601,0,0,0,0,0,0,0,0,0,0,0,0
140,SAMEA961618,0,0,0,0,0,0,0,0,0,0,0,0
141,SAMEA961619,0,0,0,0,0,0,0,0,0,0,0,0
142,SAMEA961630,0,0,0,0,0,0,0,0,0,0,0,0
143,SAMEA961632,0,0,0,0,0,0,0,0,0,0,0,0
144,SAMEA961638,0,0,0,0,0,0,0,0,0,0,0,0
145,SAMEA961662,0,0,0,0,0,0,0,0,0,0,0,0
146,SAMEA961668,0,0,0,0,0,0,0,0,0,0,0,0
147,SAMN01925614,1,1,1,1,1,1,1,1,1,1,1,1
148,SAMN01925633,1,0,1,1,1,1,0,1,1,1,1,1
149,SAMN01925638,1,1,1,1,1,1,1,1,1,1,1,1
150,SAMN01925652,1,1,1,1,1,1,1,1,1,1,1,1
151,SAMN01925686,1,0,1,1,1,1,1,1,1,1,1,1
152,SAMN02053757,1,0,1,1,1,1,1,1,1,1,1,1
153,SAMN02053767,0,0,0,0,0,0,0,0,0,0,0,0
154,SAMN02053777,1,0,1,1,1,1,1,1,1,1,1,1
155,SAMN02053788,1,0,1,1,1,1,1,1,1,1,1,1
156,SAMN02053821,0,0,0,0,0,0,0,0,0,0,0,0
157,SAMN02053823,0,0,0,0,0,0,0,1,0,0,0,0
158,SAMN02231123,0,0,0,0,0,0,0,0,0,0,0,0
159,SAMN02231126,0,1,1,1,0,0,1,1,1,0,1,1
160,SAMN02231148,0,1,0,1,0,0,1,0,0,0,1,1
161,SAMN02231153,1,0,1,1,1,1,1,1,1,1,1,1
162,SAMN02231158,1,0,1,1,1,0,1,1,1,1,1,1
163,SAMN02231188,1,0,1,1,1,0,1,0,1,1,1,1
